#Encoding: UTF-8
#Ecu CALID: 000020DB1DAA03
#Ecu PRGID: 000021571DAA01
#VIN: WBA1J9C5XGV696132
Time,Amb pressure (PSI),Accel Ped. Pos. (%),Battery volt. (V),Boost (PSI),Boost (mani) (PSI),Boost target (PSI),Coolant (*F),Gear (-),IAT (*F),Lambda bank 1 (AFR),Lambda target (AFR),Load act. (%),Load req. (%),LTFT 1 (%),MAF (g/s),MAP volt. (V),Oil pressure (PSI),Oil temp (*F),Rail pressure mean (PSI),Rail pressure req. (PSI),RPM (rpm),STFT 1 (%),Throttle Position (*),Timing Cyl. 1,Timing Cyl. 2 (*),Timing Cyl. 3 (*),Timing Cyl. 4 (*),Timing Cyl. 5 (*),Timing Cyl. 6 (*),TMAP volt. (V),Torque act. clutch (Nm),WGDC (%),Boost (mani) RAM (PSI),Boost setpoint factor,Boost target RAM (PSI),Compressor after P-D (kW),Compressor base (kW),Current Map (-),Cyl1 Timing Cor (*),Cyl2 Timing Cor (*),Cyl3 Timing Cor (*),Cyl4 Timing Cor (*),Cyl5 Timing Cor (*),Cyl6 Timing Cor (*),Fuel mass flow rate (g/s),Fuel Mode (-),Fuel Temp (CAN) (*F),Knock Interpolation (-),Load actual RAM,MAF REQ (P corr.) (g/s),MAF req. WGDC (g/s),Mdk_max_gs (NM),MHD+ WGDC Base (%),MHD+ WGDC D-Factor (%),MHD+ WGDC P-Factor (%),Rail pressure dev. (MPa),Torque lim. 1 (-),Torque lim. 2 (-),Torque lim. 3 (-),Turbine D-factor (kW),Turbine P-factor (kW),WG distribution factor (-),WGDC I-factor (%),MHD 5.21 000021571DAA01 E85v6InjectorsFix.bin
73.443,14.73,0,14.8,0,-0.7,0,115,3,82,14.93,25.61,12.8,13.6,0.01,5.8,1.86,55.65,97,2244.2,2246.1,1345,0,5.5,-13,-13,-13,-13,-13,-13,1.21,-54,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,5.2,9,-40,0,14.3,6.1,6.15,1000,99.99,0,-0.43,0.02,0,0,0,0,0,0.11,0,0
73.730,14.73,0,14.81,0,-0.8,0,115,3,82,13.96,20.16,13.5,13.6,0.01,5.5,1.86,54.37,97,2239,2246.1,1224,0,5.1,-7.1,-7.1,-7.1,-7.1,-7.1,-7.1,1.21,-50,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,4.7,9,-40,0,14.1,5.64,5.68,808,99.99,0,-0.28,-0.04,0,0,0,0,0,0.11,0,0
73.930,14.73,0,14.81,-0,-0.8,0,115,2,82,13.6,18.6,15.8,18.1,0.01,6.1,1.87,54.37,97,2250.7,2246.1,1174,0,6.2,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,1.21,-40,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,5.1,9,-40,0,14.7,5.54,6.08,808,99.99,0,-0.2,0.05,0,0,0,0,0,0.11,0,0
74.343,14.73,0,14.81,-0,-0.7,0,115,2,82,13.37,17.79,13.5,13.7,0.01,5.2,1.86,53.64,97,2248,2246.1,1158,0,5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,1.21,-39,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.6,9,-40,0,13.9,5.43,5.43,808,99.99,0,-0.17,0,0,0,0,0,0,0.12,0,0
74.492,14.73,0,14.8,-0,-0.8,0,115,2,82,13.05,16.62,12.8,13.6,0.01,5.1,1.86,55.35,97,2251.6,2246.1,1218,0,5.2,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,1.21,-38,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,4.7,9,-40,0,12.6,5.82,5.65,808,99.99,0,-0.17,0.02,0,0,0,0,0,0.11,0,0
74.646,14.73,0,14.8,-0,-0.7,0,115,2,82,12.94,16.33,12.8,13.6,0.01,5.3,1.87,55.39,97,2251,2246.1,1304,0,5.5,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,1.21,-40,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,5.1,9,-40,0,13,6.15,5.97,808,99.99,0,-0.17,0.02,0,0,0,0,0,0.11,0,0
74.784,14.73,0,14.83,-0,-0.7,0,115,2,82,12.82,16.08,12.8,13.5,0.01,5.8,1.87,55.54,97,2234.7,2246.1,1368,0,5.8,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,1.21,-46,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,5.6,9,-40,0,13,6.53,6.36,808,99.99,0,-0.17,-0.03,0,0,0,0,0,0.1,0,0
74.942,14.73,0,14.83,-0,-0.7,0,115,2,82,12.84,15.87,12.8,13.5,0.01,5.9,1.87,55.64,97,2250.8,2246.1,1418,0,6.1,-12,-12,-12,-12,-12,-12,1.21,-50,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,5.8,9,-40,0,12.8,6.65,6.54,808,99.99,0,-0.14,0.03,0,0,0,0,0,0.1,0,0
75.099,14.73,11.8,14.86,-0,-0.7,0,115,2,82,12.89,15.67,12.8,13.5,0.01,6,1.86,55.48,97,2249.2,2246.1,1430,0,6.2,-11,-11,-11,-11,-11,-11,1.21,-48,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,5.8,9,-40,0,13.1,6.66,6.63,808,99.99,0,-0.11,0.03,0,0,0,0,0,0.09,0,0
75.243,14.73,11.8,14.87,-0,-0.7,0,115,2,82,12.97,15.52,12.8,13.5,0.01,6.1,1.86,55.27,97,2244.7,2246.1,1468,0,6.4,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,1.21,-39,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,5.9,9,-40,0,13.1,6.83,6.76,808,99.99,0,-0.07,-0.02,0,0,0,0,0,0.09,0,0
75.462,14.73,11.8,14.88,-0,-0.7,0,115,2,82,13.05,15.38,12.8,13.5,0.01,6.3,1.86,55.36,97,2235.7,2246.1,1464,0,6.4,5.4,5.4,5.4,5.4,5.4,5.4,1.2,-27,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,6,9,-40,0,13.5,6.76,6.79,808,99.99,0,-0.03,0.03,0,0,0,0,0,0.09,0,0
75.604,14.73,11.8,14.86,-0.1,-0.7,0,115,2,82,13.13,15.23,15,15.7,0.01,7.2,1.86,55.22,97,2242.1,2246.1,1456,0,7.5,14.2,14.2,14.2,14.2,14.2,14.2,1.2,-12,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,7.6,9,-40,0,16.8,8.77,8.12,808,99.99,0,0.06,0.01,0,0,0,0,0,0.07,0,0
75.747,14.73,12.2,14.86,-0.1,-0.8,0,115,2,82,13.16,15.14,17.2,18,0.01,8.5,1.86,54.01,97,2235.8,2246.1,1486,0,8.2,16.2,16.2,16.2,16.2,16.2,16.2,1.2,0,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,8.4,9,-40,0,18.7,9.9,9.31,808,99.99,0,0.07,0.14,0,0,0,0,0,0.11,0,0
75.891,14.73,13.3,14.81,-0.1,-0.7,0,115,2,82,13.22,15.07,19.5,19.7,0.01,9.3,1.87,53.74,97,2235.7,2246.1,1485,0,9.8,16.9,16.9,16.9,16.9,16.9,16.9,1.2,10,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,8.9,9,-40,0,20,10.64,10.11,808,99.99,0,0.06,-0.02,0,0,0,0,0,0.12,0,0
76.040,14.73,13.3,14.78,-0.1,-0.7,0,115,2,82,13.33,14.99,21,21.5,0.01,10.5,1.87,56.49,97,2247.9,2246.1,1510,0,10.4,17.2,17.2,17.2,17.2,17.2,17.2,1.2,16,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,9.9,9,-40,0,21.9,11.78,11.23,808,99.99,0,0.06,0.08,0,0,0,0,0,0.14,0,0
76.196,14.73,13.3,14.76,-0.1,-0.7,0,115,2,82,13.47,14.93,22.5,23,0.01,11.2,1.87,57.32,97,2231.2,2246.1,1524,-0.3,10.9,17.1,17.1,17.1,17.1,17.1,17.1,1.2,24,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,10.7,9,-40,0,23.4,12.6,12.2,808,99.99,0,0.07,0.03,0,0,0,0,0,0.17,0,0
76.345,14.73,13.3,14.76,-0.1,-0.7,0,115,2,82,13.63,14.87,23.2,23.7,0.01,11.9,1.86,57.88,97,2234,2246.1,1562,-3.8,11.3,17.4,17.4,17.4,17.4,17.4,17.4,1.2,30,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,10.9,9,-40,0,23.4,12.19,12.64,808,99.99,0,0.07,-0.07,0,0,0,0,0,0.17,0,0
76.494,14.73,12.5,14.76,-0.1,-0.7,0,115,2,82,13.71,14.82,22.5,22.7,0.01,11.5,1.87,57.51,97,2258.5,2246.1,1573,-6.2,11.5,18.1,18.1,18.1,18.1,18.1,18.1,1.2,28,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,10.5,9,-40,0,22.7,12.31,12.31,808,99.99,0,0.07,-0.06,0,0,0,0,0,0.17,0,0
76.644,14.73,12.5,14.76,-0.1,-0.7,0,115,2,82,13.84,14.8,22.5,22.6,0.01,11.5,1.87,56.93,97,2245.1,2246.1,1584,-6.1,11.1,18.2,18.2,18.2,18.2,18.2,18.2,1.2,27,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,10.5,9,-40,0,22.3,12.39,12.32,808,99.99,0,0.07,-0.03,0,0,0,0,0,0.16,0,0
76.795,14.73,12.5,14.76,-0.1,-0.7,0,115,2,82,13.99,14.78,21.8,22.3,0.01,11.5,1.87,56.72,97,2242.9,2246.1,1616,-6.4,11.1,18.8,18.8,18.8,18.8,18.8,18.8,1.2,26,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,10.5,9,-40,0,21.9,12.41,12.33,808,99.99,0,0.07,0.06,0,0,0,0,0,0.16,0,0
76.937,14.73,13.3,14.76,-0.1,-0.7,0,115,2,82,14.17,14.76,22.5,23.5,0.01,11.9,1.86,56.91,97,2251.1,2246.1,1635,-6.2,11.2,19.2,19.2,19.2,19.2,19.2,19.2,1.2,24,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,12.3,9,-40,0,25.2,14.35,13.7,808,99.99,0,0.08,0.07,0,0,0,0,0,0.18,0,0
77.120,14.73,13.7,14.76,-0.1,-0.7,0,115,2,82,14.26,14.75,24.8,24.9,0.01,13.5,1.87,57.28,97,2238.8,2246.1,1676,-6.4,12.6,19.5,19.5,19.5,19.5,19.5,19.5,1.2,36,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,12.1,9,-40,0,24.4,13.67,13.88,808,99.99,0,0.08,-0.05,0,0,0,0,0,0.19,0,0
77.265,14.73,13.7,14.76,-0.1,-0.8,0,117,3,82,14.32,14.73,24,23.6,0.01,13.1,1.87,57.81,99,2237.9,2246.1,1686,-6.8,11.8,18.6,18.6,18.6,18.6,18.6,18.6,1.2,32,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,12.3,9,-40,0,24.3,14.32,13.92,808,99.99,0,0.07,-0.03,0,0,0,0,0,0.18,0,0
77.493,14.73,14.1,14.76,-0.1,-0.7,0,117,3,82,14.32,14.73,24.8,25.3,0.01,14,1.87,57.83,99,2248.6,2246.1,1716,-7.1,13,20.3,20.3,20.3,20.3,20.3,20.3,1.2,35,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,12.9,9,-40,0,24.9,14.35,14.69,808,99.99,0,0.09,0.04,0,0,0,0,0,0.19,0,0
77.716,14.73,0,14.76,-0.1,-0.7,0,117,3,82,14.51,14.72,20.2,19.7,0.01,11.5,1.87,58.68,99,2252,2246.1,1729,-6.8,10.8,18.1,18.1,18.1,18.1,18.1,18.1,1.21,26,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,8.9,9,-40,0,16.7,9.84,10.58,808,99.99,0,-0.03,-0.11,0,0,0,0,0,0.12,0,0
77.864,14.73,0,14.75,-0,-0.8,0,117,3,82,14.66,14.71,15.8,15.3,0.01,8.7,1.87,55.58,99,2255.9,2246.1,1704,-6.2,8.8,21.9,21.9,21.9,21.9,21.9,21.9,1.21,-2,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,7.2,9,-40,0,13.5,7.73,8.67,808,99.99,0,-0.12,-0.08,0,0,0,0,0,0.1,0,0
78.022,14.73,0,14.75,-0,-0.7,0,117,3,82,14.66,14.72,12.8,13.3,0.01,7,1.87,54.48,99,2257.7,2246.1,1630,-6.3,7.7,10.9,10.9,10.9,10.9,10.9,10.9,1.21,-17,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,6.8,9,-40,0,13.7,7.34,7.65,808,99.99,0,-0.15,-0.03,0,0,0,0,0,0.08,0,0
78.246,14.73,0,14.75,-0,-0.7,0,117,3,82,14.72,14.72,13.5,13.5,0.01,6.2,1.87,56.36,99,2248.6,2246.1,1417,-6,6.2,-6.8,-6.8,-6.8,-6.8,-6.8,-6.8,1.21,-40,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,5.9,9,-40,0,14,6.41,6.67,808,99.99,0,-0.16,0.03,0,0,0,0,0,0.1,0,0
78.392,14.73,0,14.75,-0,-0.7,0,117,3,82,14.87,14.71,17.2,18.1,0.01,7.3,1.87,55.51,99,2240.8,2246.1,1286,-5.1,8,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,1.2,-46,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,6.8,9,-40,0,17.8,7.86,7.71,808,99.99,0,-0.09,0.03,8,8,8,0,0,0.08,0,0
78.648,14.73,0,14.75,-0,-0.7,0,117,3,82,14.93,14.71,18,18.4,0.01,7.3,1.88,52.36,99,2229,2246.1,1248,-4.7,7.9,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,1.21,-30,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,6.8,9,-40,0,18.5,7.87,7.84,808,99.99,0,-0.08,-0.01,8,8,8,0,0,0.08,0,0
78.757,14.73,0,14.75,-0.1,-0.7,0,117,3,82,14.72,14.71,18.8,18.8,0.01,7.3,1.87,55.22,99,2244.2,2246.1,1196,-5.8,7.7,2.1,2.1,2.1,2.1,2.1,2.1,1.21,-24,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,6.8,9,-40,0,19.2,7.74,7.78,808,99.99,0,-0.05,-0.02,8,8,8,0,0,0.08,0,0
78.855,14.73,0,14.75,-0.1,-0.7,0,117,3,82,14.62,14.71,19.5,19.1,0.01,7.3,1.87,55.32,99,2243.1,2246.1,1165,-6.2,7.5,3.4,3.4,3.4,3.4,3.4,3.4,1.2,-22,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,6.8,9,-40,0,19.6,7.66,7.69,808,99.99,0,-0.04,0.01,8,8,8,0,0,0.08,0,0
78.954,14.73,0,14.74,-0,-0.8,0,117,3,82,14.6,14.71,19.5,19.3,0.01,7.3,1.87,54.98,99,2248,2246.1,1152,-6.2,7.5,1.6,1.6,1.6,1.6,1.6,1.6,1.2,-20,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,6.8,9,-40,0,19.8,7.67,7.66,808,99.99,0,-0.01,0.1,8,8,8,0,0,0.08,0,0
79.060,14.73,0,14.74,-0.1,-0.8,0,117,3,82,14.6,14.71,19.5,19.5,0.01,7.3,1.87,54.74,99,2248.9,2246.1,1138,-6.1,7.5,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1.2,-24,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,6.8,9,-40,0,19.9,7.68,7.66,808,99.99,0,0.01,0.02,8,8,8,0,0,0.08,0,0
79.154,14.73,0,14.75,-0,-0.8,0,117,3,82,14.6,14.71,15,13.6,0.01,5.8,1.87,54.43,99,2244.7,2246.1,1144,-6.1,5.3,-1,-1,-1,-1,-1,-1,1.2,-31,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,4.9,9,-40,0,14.1,5.42,6.08,1000,99.99,0,-0.04,-0.08,0,0,0,0,0,0.11,0,0
79.266,14.73,0,14.75,-0,-0.8,0,117,3,82,14.63,14.71,13.5,13.6,0.01,5,1.87,53.3,99,2260.8,2246.1,1133,-5.9,5.2,4.3,4.3,4.3,4.3,4.3,4.3,1.21,-37,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,4.6,9,-40,0,13.7,5.23,5.46,1000,99.99,0,-0.11,-0.11,0,0,0,0,0,0.12,0,0
79.367,14.73,0,14.75,-0,-0.8,0,117,3,82,14.65,14.71,13.5,13.6,0.01,5,1.87,51.59,99,2260.7,2246.1,1114,-5.9,5,4.8,4.9,4.9,4.9,4.9,4.9,1.21,-36,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,4.6,9,-40,0,13.8,5.21,5.27,1000,99.99,0,-0.12,-0.08,0,0,0,0,0,0.12,0,0
79.464,14.73,0,14.75,-0,-0.8,0,117,3,82,14.61,14.71,13.5,13.6,0.01,5,1.87,53.37,99,2257.2,2246.1,1101,-6.1,4.8,5.5,5.5,5.5,5.5,5.5,5.5,1.21,-34,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,4.6,9,-40,0,14,5.17,5.18,1000,99.99,0,-0.13,0.03,0,0,0,0,0,0.12,0,0
79.624,14.73,0,14.76,-0,-0.8,0,117,3,82,14.55,14.71,13.5,13.6,0.01,4.9,1.87,54.97,99,2250.9,2246.1,1094,-6.4,4.8,6,6,6,6,6,6,1.21,-34,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,4.6,9,-40,0,14,5.11,5.11,1000,99.99,0,-0.07,-0.01,0,0,0,0,0,0.13,0,0
79.724,14.73,0,14.77,-0,-0.8,0,117,3,82,14.36,14.71,13.5,13.6,0.01,4.9,1.87,55.77,99,2242.1,2246.1,1082,-7.5,4.9,7.4,7.4,7.4,7.4,7.4,7.4,1.21,-34,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.8,5.08,5.08,1000,99.99,0,-0.05,-0.02,0,0,0,0,0,0.13,0,0
79.825,14.73,0,14.77,-0.1,-0.8,0,117,3,82,14.22,14.71,13.5,13.6,0.01,4.8,1.88,55.59,99,2249,2246.1,1074,-8.3,4.9,8.4,8.4,8.4,8.4,8.4,8.4,1.21,-32,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.7,5.03,5.04,1000,99.99,0,-0.03,-0.02,0,0,0,0,0,0.13,0,0
79.924,14.73,0,14.78,-0.1,-0.8,0,117,3,82,14.12,14.71,13.5,13.6,0.01,4.7,1.87,55.27,99,2245.3,2246.1,1062,-8.8,4.8,10.2,10.2,10.2,10.2,10.2,10.2,1.2,-32,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.6,4.97,4.98,1000,99.99,0,-0.02,-0.06,0,0,0,0,0,0.13,0,0
80.034,14.73,0,14.78,-0.1,-0.8,0,117,3,82,14.01,14.71,13.5,13.6,0.01,4.6,1.87,54.97,99,2241.8,2246.1,1052,-9.4,4.8,11.4,11.4,11.4,11.4,11.4,11.4,1.21,-32,100,-0.8,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.7,4.92,4.93,1000,99.99,0,0,0,0,0,0,0,0,0.14,0,0
80.134,14.73,0,14.79,-0.1,-0.7,0,117,3,82,13.9,14.71,13.5,13.6,0.01,4.6,1.87,54.66,99,2250.3,2246.1,1044,-10.1,4.8,12.9,12.9,12.9,12.9,12.9,12.9,1.2,-31,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.6,4.9,4.9,1000,99.99,0,0.01,-0.05,0,0,0,0,0,0.14,0,0
80.235,14.73,0,14.79,-0.1,-0.7,0,117,3,82,13.84,14.71,13.5,13.6,0.01,4.6,1.87,54.52,99,2242.7,2246.1,1041,-10.6,4.7,14.1,14.1,14.1,14.1,14.1,14.1,1.2,-30,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.6,4.88,4.88,1000,99.99,0,0.04,-0.03,0,0,0,0,0,0.14,0,0
80.334,14.73,0,14.76,-0,-0.7,0,117,3,82,13.8,14.71,13.5,13.6,0.01,4.6,1.87,54.43,99,2245.3,2246.1,1042,-11,4.7,14.7,14.7,14.7,14.7,14.7,14.7,1.2,-30,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.6,4.88,4.87,1000,99.99,0,0.04,-0.01,0,0,0,0,0,0.14,0,0
80.434,14.73,0,14.76,-0.1,-0.7,0,117,3,82,13.78,14.71,12.8,13.6,0.01,4.6,1.88,54.37,99,2245.6,2246.1,1048,-11.3,4.7,14.6,14.6,14.6,14.6,14.6,14.6,1.2,-30,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.5,4.91,4.9,1000,99.99,0,0.05,-0.01,0,0,0,0,0,0.14,0,0
80.547,14.73,0,14.74,-0.1,-0.7,0,117,3,82,13.77,14.72,12.8,13.6,0.01,4.5,1.87,54.37,99,2247.3,2246.1,1052,-11.6,4.7,14.6,14.6,14.6,14.6,14.6,14.6,1.2,-30,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.4,4.92,4.9,1000,99.99,0,0.06,0.01,0,0,0,0,0,0.14,0,0
80.764,14.73,0,14.76,-0.1,-0.7,0,117,3,82,13.82,14.72,12.8,13.6,0.01,4.5,1.87,54.39,99,2252.2,2246.1,1050,-11.9,4.8,14.9,14.9,14.9,14.9,14.9,14.9,1.2,-31,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.3,4.91,4.91,1000,99.99,0,0.06,0.02,0,0,0,0,0,0.14,0,0
80.873,14.73,0,14.76,-0.1,-0.7,0,117,3,82,13.88,14.72,12.8,13.6,0.01,4.5,1.87,54.3,99,2251.5,2246.1,1050,-11.9,4.8,14.6,14.6,14.6,14.6,14.6,14.6,1.2,-31,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.3,4.93,4.91,1000,99.99,0,0.06,-0.01,0,0,0,0,0,0.14,0,0
81.038,14.73,0,14.84,-0.1,-0.7,0,117,3,82,13.93,14.73,12.8,13.6,0.01,4.5,1.88,54.27,99,2252,2246.1,1052,-12.2,4.8,14.5,14.5,14.5,14.5,14.5,14.5,1.2,-32,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,2,-40,0,13.3,4.91,4.91,1000,99.99,0,0.07,-0.1,0,0,0,0,0,0.14,0,0
81.144,14.73,0,14.86,-0.1,-0.7,0,118,3,82,13.98,14.73,12.8,13.6,0.01,4.5,1.87,54.2,100,2213.1,2206.8,1043,-12.3,4.8,14.1,14.1,14.1,14.1,14.1,14.1,1.2,-32,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,2,-40,0,13.4,4.86,4.88,1000,99.99,0,0.07,-0.03,0,0,0,0,0,0.14,0,0
81.254,14.73,0,14.86,-0.1,-0.7,0,118,3,82,14.04,14.72,12.8,13.6,0.01,4.5,1.87,54.08,100,2183.6,2174,1044,-12.2,4.8,14.2,14.2,14.2,14.2,14.2,14.2,1.2,-32,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,2,-40,0,13.4,4.87,4.87,1000,99.99,0,0.07,-0.01,0,0,0,0,0,0.14,0,0
81.384,14.73,0,14.87,-0.1,-0.7,0,118,3,82,14.1,14.72,12.8,13.6,0.01,4.5,1.88,54.04,100,2142,2138,1042,-12.2,4.8,14.2,14.2,14.2,14.2,14.2,14.2,1.2,-32,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,2,-40,0,13.4,4.85,4.86,1000,99.99,0,0.07,-0.04,0,0,0,0,0,0.14,0,0
81.526,14.73,0,14.87,-0.1,-0.7,0,118,3,82,14.16,14.72,12.8,13.6,0.01,4.4,1.87,54.1,100,2099.1,2092.2,1038,-12.1,4.8,13.9,13.9,13.9,13.9,13.9,13.9,1.2,-32,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.4,4.82,4.83,1000,99.99,0,0.07,0.66,0,0,0,0,0,0.15,0,0
81.664,14.73,0,14.87,-0.1,-0.7,0,118,3,82,14.26,14.72,12.8,13.6,0.01,4.4,1.87,54.27,100,2278.3,2240.8,1030,-12,4.8,15.2,15.2,15.2,15.2,15.2,15.2,1.2,-32,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.5,4.81,4.82,1000,99.99,0,0.07,-0.39,0,0,0,0,0,0.15,0,0
81.767,14.73,0,14.87,-0.1,-0.7,0,118,3,82,14.33,14.72,12.8,13.6,0.01,4.4,1.87,54.32,100,2228.8,2246.1,1026,-11.8,4.7,15.2,15.2,15.2,15.2,15.2,15.2,1.2,-32,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.4,4.79,4.79,1000,99.99,0,0.07,0.14,0,0,0,0,0,0.15,0,0
81.864,14.73,0,14.87,-0.1,-0.7,0,118,3,82,14.38,14.72,12.8,13.6,0.01,4.4,1.87,54.39,100,2221.3,2246.1,1022,-11.7,4.7,15.2,15.2,15.2,15.2,15.2,15.2,1.2,-32,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.5,4.77,4.77,1000,99.99,0,0.07,0.06,0,0,0,0,0,0.15,0,0
81.964,14.73,0,14.82,-0.1,-0.7,0,118,3,82,14.42,14.72,12.8,13.7,0.01,4.4,1.87,54.51,100,2235,2246.1,1016,-11.7,4.7,15.5,15.5,15.5,15.5,15.5,15.5,1.2,-32,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.4,9,-40,0,13.5,4.84,4.8,1000,99.99,0,0.07,0.06,0,0,0,0,0,0.15,0,0
82.084,14.73,0,14.82,-0.1,-0.7,0,118,3,82,14.45,14.72,13.5,14.1,0.01,4.4,1.87,54.78,100,2241.7,2246.1,1007,-11.6,4.7,15.6,15.6,15.6,15.6,15.6,15.6,1.2,-32,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.6,9,-40,0,13.8,4.93,4.88,1000,99.99,0,0.07,-0.02,0,0,0,0,0,0.14,0,0
82.185,14.73,0,14.78,-0.1,-0.7,0,118,3,82,14.53,14.71,13.5,14.5,0.01,4.4,1.87,55.09,100,2245.3,2246.1,997,-11.3,4.9,15,15,15,15,15,15,1.2,-32,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.6,9,-40,0,14.1,5,4.96,1000,99.99,0,0.07,0.01,0,0,0,0,0,0.14,0,0
82.294,14.73,0,14.78,-0.1,-0.7,0,118,3,82,14.54,14.72,13.5,14.7,0.01,4.5,1.87,55.36,100,2241.6,2246.1,990,-11.4,4.9,14.9,14.9,14.9,14.9,14.9,14.9,1.2,-30,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.6,9,-40,0,14.3,5.08,5.02,808,99.99,0,0.07,0.01,0,0,0,0,0,0.14,0,0
82.394,14.73,0,14.73,-0.1,-0.7,0,118,2,82,14.61,14.72,14.2,15.3,0.01,4.6,1.88,55.59,100,2243.4,2246.1,974,-11.1,5.1,14.4,14.4,14.4,14.4,14.4,14.4,1.2,-30,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.8,9,-40,0,14.8,5.21,5.11,808,99.99,0,0.07,0.09,0,0,0,0,0,0.13,0,0
82.494,14.73,0,14.73,-0.1,-0.7,0,118,2,82,14.65,14.72,15,15.9,0.01,4.6,1.87,55.61,100,2246.3,2246.1,960,-10.9,5.2,14.8,14.8,14.8,14.8,14.8,14.8,1.2,-28,100,-0.7,1,0,0,0,1,0,0,0,0,0,0,4.9,9,-40,0,15.9,5.31,5.23,808,99.99,0,0.07,0.04,0,0,0,0,0,0.13,0,0
